"2003.mtsummit-papers.23","C94-2153","1"
"2020.acl-main.531","D12-1041","0.0208333"
"D12-1041","2020.acl-main.531","0.0208333"
"2020.acl-main.531","D12-1078","0.0208333"
"D12-1078","2020.acl-main.531","0.0208333"
"2020.acl-main.531","D13-1107","0.0208333"
"D13-1107","2020.acl-main.531","0.0208333"
"2020.acl-main.531","D15-1106","0.0208333"
"D15-1106","2020.acl-main.531","0.0208333"
"2020.acl-main.531","D17-1090","0.0208333"
"D17-1090","2020.acl-main.531","0.0208333"
"2020.acl-main.531","D18-1188","0.354167"
"D18-1188","2020.acl-main.531","0.354167"
"2020.acl-main.531","E17-1059","0.0208333"
"E17-1059","2020.acl-main.531","0.0208333"
"2020.acl-main.531","K18-1019","0.0208333"
"K18-1019","2020.acl-main.531","0.0208333"
"2020.acl-main.531","N18-1141","0.354167"
"N18-1141","2020.acl-main.531","0.354167"
"2020.acl-main.531","N18-1154","0.145833"
"N18-1154","2020.acl-main.531","0.145833"
"2020.acl-main.531","P06-1136","0.0208333"
"P06-1136","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P07-1091","0.0208333"
"P07-1091","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P08-1011","0.0208333"
"P08-1011","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P10-2002","0.0208333"
"P10-2002","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P11-1126","0.0208333"
"P11-1126","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P12-1032","0.0208333"
"P12-1032","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P12-2057","0.0208333"
"P12-2057","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P13-1157","0.0208333"
"P13-1157","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P13-2008","0.0208333"
"P13-2008","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P13-2061","0.0208333"
"P13-2061","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P14-1013","0.0208333"
"P14-1013","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P14-1140","0.0208333"
"P14-1140","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P16-1212","0.145833"
"P16-1212","2020.acl-main.531","0.145833"
"2020.acl-main.531","P17-1065","0.520833"
"P17-1065","2020.acl-main.531","0.520833"
"2020.acl-main.531","P17-1174","0.645833"
"P17-1174","2020.acl-main.531","0.645833"
"2020.acl-main.531","P18-1097","0.0208333"
"P18-1097","2020.acl-main.531","0.0208333"
"2020.acl-main.531","P19-1641","0.0208333"
"P19-1641","2020.acl-main.531","0.0208333"
"2020.acl-main.531","W08-0301","0.0208333"
"W08-0301","2020.acl-main.531","0.0208333"
"2020.acl-main.531","Y09-1006","0.0208333"
"Y09-1006","2020.acl-main.531","0.0208333"
"2020.emnlp-main.467","2020.findings-emnlp.139","0.120833"
"2020.findings-emnlp.139","2020.emnlp-main.467","0.120833"
"2020.emnlp-main.467","2020.findings-emnlp.217","1.9748"
"2020.findings-emnlp.217","2020.emnlp-main.467","1.9748"
"2020.emnlp-main.467","2021.acl-long.157","0.16369"
"2021.acl-long.157","2020.emnlp-main.467","0.16369"
"2020.emnlp-main.467","2021.acl-long.438","0.120833"
"2021.acl-long.438","2020.emnlp-main.467","0.120833"
"2020.emnlp-main.467","2021.emnlp-main.771","0.0208333"
"2021.emnlp-main.771","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","2021.findings-acl.36","1.5748"
"2021.findings-acl.36","2020.emnlp-main.467","1.5748"
"2020.emnlp-main.467","2021.naacl-main.312","0.0208333"
"2021.naacl-main.312","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","C08-1048","0.0208333"
"C08-1048","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","C08-1141","0.16369"
"C08-1141","2020.emnlp-main.467","0.16369"
"2020.emnlp-main.467","C10-1054","0.0208333"
"C10-1054","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","C10-2025","0.0208333"
"C10-2025","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","C14-1108","0.0208333"
"C14-1108","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","C14-1210","0.0208333"
"C14-1210","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","C16-1290","0.0208333"
"C16-1290","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","D12-1041","0.0208333"
"D12-1041","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","D12-1078","0.0208333"
"D12-1078","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","D13-1107","0.0208333"
"D13-1107","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","D15-1106","0.0208333"
"D15-1106","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","D17-1090","0.331944"
"D17-1090","2020.emnlp-main.467","0.331944"
"2020.emnlp-main.467","D18-1188","0.220833"
"D18-1188","2020.emnlp-main.467","0.220833"
"2020.emnlp-main.467","E17-1059","0.0208333"
"E17-1059","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","K18-1019","0.1875"
"K18-1019","2020.emnlp-main.467","0.1875"
"2020.emnlp-main.467","N18-1141","0.331944"
"N18-1141","2020.emnlp-main.467","0.331944"
"2020.emnlp-main.467","N18-1154","0.1875"
"N18-1154","2020.emnlp-main.467","0.1875"
"2020.emnlp-main.467","P06-1136","0.0208333"
"P06-1136","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P07-1091","0.0208333"
"P07-1091","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P08-1011","0.0208333"
"P08-1011","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P10-2002","0.0208333"
"P10-2002","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P11-1126","0.0208333"
"P11-1126","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P12-1032","0.0208333"
"P12-1032","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P12-2057","0.0208333"
"P12-2057","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P13-1157","0.0208333"
"P13-1157","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P13-2008","0.0208333"
"P13-2008","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P13-2061","0.0208333"
"P13-2061","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P14-1013","0.0208333"
"P14-1013","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P14-1140","0.0208333"
"P14-1140","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P16-1212","0.0208333"
"P16-1212","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P17-1065","0.0208333"
"P17-1065","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P17-1174","0.0208333"
"P17-1174","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","P18-1097","0.1875"
"P18-1097","2020.emnlp-main.467","0.1875"
"2020.emnlp-main.467","P19-1641","0.16369"
"P19-1641","2020.emnlp-main.467","0.16369"
"2020.emnlp-main.467","W08-0301","0.16369"
"W08-0301","2020.emnlp-main.467","0.16369"
"2020.emnlp-main.467","Y09-1006","0.0208333"
"Y09-1006","2020.emnlp-main.467","0.0208333"
"2020.findings-emnlp.139","2020.findings-emnlp.217","0.445833"
"2020.findings-emnlp.217","2020.findings-emnlp.139","0.445833"
"2020.findings-emnlp.139","2021.acl-long.157","0.0208333"
"2021.acl-long.157","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","2021.acl-long.438","0.120833"
"2021.acl-long.438","2020.findings-emnlp.139","0.120833"
"2020.findings-emnlp.139","2021.emnlp-main.771","0.0208333"
"2021.emnlp-main.771","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","2021.findings-acl.36","0.445833"
"2021.findings-acl.36","2020.findings-emnlp.139","0.445833"
"2020.findings-emnlp.139","2021.naacl-main.312","0.145833"
"2021.naacl-main.312","2020.findings-emnlp.139","0.145833"
"2020.findings-emnlp.139","C08-1048","0.0208333"
"C08-1048","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","C08-1141","0.0208333"
"C08-1141","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","C10-1054","0.0208333"
"C10-1054","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","C10-2025","0.0208333"
"C10-2025","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","C14-1108","0.145833"
"C14-1108","2020.findings-emnlp.139","0.145833"
"2020.findings-emnlp.139","C14-1210","0.0208333"
"C14-1210","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","C16-1290","0.145833"
"C16-1290","2020.findings-emnlp.139","0.145833"
"2020.findings-emnlp.139","D12-1041","0.0208333"
"D12-1041","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","D12-1078","0.0208333"
"D12-1078","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","D13-1107","0.0208333"
"D13-1107","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","D15-1106","0.0208333"
"D15-1106","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","D17-1090","0.0208333"
"D17-1090","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","D18-1188","0.0208333"
"D18-1188","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","E17-1059","0.16369"
"E17-1059","2020.findings-emnlp.139","0.16369"
"2020.findings-emnlp.139","K18-1019","0.0208333"
"K18-1019","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","N18-1141","0.0208333"
"N18-1141","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","N18-1154","0.270833"
"N18-1154","2020.findings-emnlp.139","0.270833"
"2020.findings-emnlp.139","P06-1136","0.0208333"
"P06-1136","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P07-1091","0.0208333"
"P07-1091","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P08-1011","0.0208333"
"P08-1011","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P10-2002","0.0208333"
"P10-2002","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P11-1126","0.0208333"
"P11-1126","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P12-1032","0.0208333"
"P12-1032","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P12-2057","0.0208333"
"P12-2057","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P13-1157","0.0208333"
"P13-1157","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P13-2008","0.0208333"
"P13-2008","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P13-2061","0.0208333"
"P13-2061","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P14-1013","0.0208333"
"P14-1013","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P14-1140","0.0208333"
"P14-1140","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P16-1212","0.145833"
"P16-1212","2020.findings-emnlp.139","0.145833"
"2020.findings-emnlp.139","P17-1065","0.0208333"
"P17-1065","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P17-1174","1.14583"
"P17-1174","2020.findings-emnlp.139","1.14583"
"2020.findings-emnlp.139","P18-1097","0.0208333"
"P18-1097","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","P19-1641","0.0208333"
"P19-1641","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","W08-0301","0.0208333"
"W08-0301","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","Y09-1006","0.0208333"
"Y09-1006","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.217","2021.acl-long.157","0.16369"
"2021.acl-long.157","2020.findings-emnlp.217","0.16369"
"2020.findings-emnlp.217","2021.acl-long.438","0.104167"
"2021.acl-long.438","2020.findings-emnlp.217","0.104167"
"2020.findings-emnlp.217","2021.emnlp-main.771","0.0208333"
"2021.emnlp-main.771","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","2021.findings-acl.36","1.52599"
"2021.findings-acl.36","2020.findings-emnlp.217","1.52599"
"2020.findings-emnlp.217","2021.naacl-main.312","0.0208333"
"2021.naacl-main.312","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","C08-1048","0.0208333"
"C08-1048","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","C08-1141","0.16369"
"C08-1141","2020.findings-emnlp.217","0.16369"
"2020.findings-emnlp.217","C10-1054","0.0208333"
"C10-1054","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","C10-2025","0.0208333"
"C10-2025","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","C14-1108","0.0208333"
"C14-1108","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","C14-1210","0.0208333"
"C14-1210","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","C16-1290","0.145833"
"C16-1290","2020.findings-emnlp.217","0.145833"
"2020.findings-emnlp.217","D12-1041","0.0208333"
"D12-1041","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","D12-1078","0.0208333"
"D12-1078","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","D13-1107","0.0208333"
"D13-1107","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","D15-1106","0.0208333"
"D15-1106","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","D17-1090","0.331944"
"D17-1090","2020.findings-emnlp.217","0.331944"
"2020.findings-emnlp.217","D18-1188","0.220833"
"D18-1188","2020.findings-emnlp.217","0.220833"
"2020.findings-emnlp.217","E17-1059","0.0208333"
"E17-1059","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","K18-1019","0.0208333"
"K18-1019","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","N18-1141","0.331944"
"N18-1141","2020.findings-emnlp.217","0.331944"
"2020.findings-emnlp.217","N18-1154","0.229167"
"N18-1154","2020.findings-emnlp.217","0.229167"
"2020.findings-emnlp.217","P06-1136","0.0208333"
"P06-1136","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P07-1091","0.0208333"
"P07-1091","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P08-1011","0.0208333"
"P08-1011","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P10-2002","0.0208333"
"P10-2002","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P11-1126","0.0208333"
"P11-1126","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P12-1032","0.0208333"
"P12-1032","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P12-2057","0.0208333"
"P12-2057","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P13-1157","0.0208333"
"P13-1157","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P13-2008","0.0208333"
"P13-2008","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P13-2061","0.0208333"
"P13-2061","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P14-1013","0.0208333"
"P14-1013","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P14-1140","0.0208333"
"P14-1140","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P16-1212","0.0208333"
"P16-1212","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P17-1065","0.0208333"
"P17-1065","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P17-1174","0.0208333"
"P17-1174","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P18-1097","0.0208333"
"P18-1097","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","P19-1641","0.16369"
"P19-1641","2020.findings-emnlp.217","0.16369"
"2020.findings-emnlp.217","W08-0301","0.16369"
"W08-0301","2020.findings-emnlp.217","0.16369"
"2020.findings-emnlp.217","Y09-1006","0.0208333"
"Y09-1006","2020.findings-emnlp.217","0.0208333"
"2021.acl-long.157","2021.acl-long.438","0.0208333"
"2021.acl-long.438","2021.acl-long.157","0.0208333"
"2021.acl-long.157","2021.emnlp-main.771","0.0208333"
"2021.emnlp-main.771","2021.acl-long.157","0.0208333"
"2021.acl-long.157","2021.findings-acl.36","0.16369"
"2021.findings-acl.36","2021.acl-long.157","0.16369"
"2021.acl-long.157","2021.naacl-main.312","0.0208333"
"2021.naacl-main.312","2021.acl-long.157","0.0208333"
"2021.acl-long.157","C08-1048","0.0208333"
"C08-1048","2021.acl-long.157","0.0208333"
"2021.acl-long.157","C08-1141","0.66369"
"C08-1141","2021.acl-long.157","0.66369"
"2021.acl-long.157","C10-1054","0.0208333"
"C10-1054","2021.acl-long.157","0.0208333"
"2021.acl-long.157","C10-2025","0.0208333"
"C10-2025","2021.acl-long.157","0.0208333"
"2021.acl-long.157","C14-1108","0.0208333"
"C14-1108","2021.acl-long.157","0.0208333"
"2021.acl-long.157","C14-1210","0.0208333"
"C14-1210","2021.acl-long.157","0.0208333"
"2021.acl-long.157","C16-1290","0.0208333"
"C16-1290","2021.acl-long.157","0.0208333"
"2021.acl-long.157","D12-1041","0.0208333"
"D12-1041","2021.acl-long.157","0.0208333"
"2021.acl-long.157","D12-1078","0.0208333"
"D12-1078","2021.acl-long.157","0.0208333"
"2021.acl-long.157","D13-1107","0.0208333"
"D13-1107","2021.acl-long.157","0.0208333"
"2021.acl-long.157","D15-1106","0.0208333"
"D15-1106","2021.acl-long.157","0.0208333"
"2021.acl-long.157","D17-1090","0.0208333"
"D17-1090","2021.acl-long.157","0.0208333"
"2021.acl-long.157","D18-1188","0.0208333"
"D18-1188","2021.acl-long.157","0.0208333"
"2021.acl-long.157","E17-1059","0.0208333"
"E17-1059","2021.acl-long.157","0.0208333"
"2021.acl-long.157","K18-1019","0.0208333"
"K18-1019","2021.acl-long.157","0.0208333"
"2021.acl-long.157","N18-1141","0.0208333"
"N18-1141","2021.acl-long.157","0.0208333"
"2021.acl-long.157","N18-1154","0.0208333"
"N18-1154","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P06-1136","0.0208333"
"P06-1136","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P07-1091","0.0208333"
"P07-1091","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P08-1011","0.0208333"
"P08-1011","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P10-2002","0.0208333"
"P10-2002","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P11-1126","0.0208333"
"P11-1126","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P12-1032","0.0208333"
"P12-1032","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P12-2057","0.0208333"
"P12-2057","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P13-1157","0.0208333"
"P13-1157","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P13-2008","0.0208333"
"P13-2008","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P13-2061","0.0208333"
"P13-2061","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P14-1013","0.0208333"
"P14-1013","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P14-1140","0.0208333"
"P14-1140","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P16-1212","0.0208333"
"P16-1212","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P17-1065","0.0208333"
"P17-1065","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P17-1174","0.0208333"
"P17-1174","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P18-1097","0.0208333"
"P18-1097","2021.acl-long.157","0.0208333"
"2021.acl-long.157","P19-1641","0.16369"
"P19-1641","2021.acl-long.157","0.16369"
"2021.acl-long.157","W08-0301","0.16369"
"W08-0301","2021.acl-long.157","0.16369"
"2021.acl-long.157","Y09-1006","0.0208333"
"Y09-1006","2021.acl-long.157","0.0208333"
"2021.acl-long.438","2021.emnlp-main.771","0.0208333"
"2021.emnlp-main.771","2021.acl-long.438","0.0208333"
"2021.acl-long.438","2021.findings-acl.36","1.20417"
"2021.findings-acl.36","2021.acl-long.438","1.20417"
"2021.acl-long.438","2021.naacl-main.312","0.0208333"
"2021.naacl-main.312","2021.acl-long.438","0.0208333"
"2021.acl-long.438","C08-1048","0.0208333"
"C08-1048","2021.acl-long.438","0.0208333"
"2021.acl-long.438","C08-1141","0.0208333"
"C08-1141","2021.acl-long.438","0.0208333"
"2021.acl-long.438","C10-1054","0.0208333"
"C10-1054","2021.acl-long.438","0.0208333"
"2021.acl-long.438","C10-2025","0.0208333"
"C10-2025","2021.acl-long.438","0.0208333"
"2021.acl-long.438","C14-1108","0.0208333"
"C14-1108","2021.acl-long.438","0.0208333"
"2021.acl-long.438","C14-1210","0.0208333"
"C14-1210","2021.acl-long.438","0.0208333"
"2021.acl-long.438","C16-1290","0.0208333"
"C16-1290","2021.acl-long.438","0.0208333"
"2021.acl-long.438","D12-1041","0.0208333"
"D12-1041","2021.acl-long.438","0.0208333"
"2021.acl-long.438","D12-1078","0.0208333"
"D12-1078","2021.acl-long.438","0.0208333"
"2021.acl-long.438","D13-1107","0.0208333"
"D13-1107","2021.acl-long.438","0.0208333"
"2021.acl-long.438","D15-1106","0.0208333"
"D15-1106","2021.acl-long.438","0.0208333"
"2021.acl-long.438","D17-1090","0.0208333"
"D17-1090","2021.acl-long.438","0.0208333"
"2021.acl-long.438","D18-1188","0.354167"
"D18-1188","2021.acl-long.438","0.354167"
"2021.acl-long.438","E17-1059","0.0208333"
"E17-1059","2021.acl-long.438","0.0208333"
"2021.acl-long.438","K18-1019","0.354167"
"K18-1019","2021.acl-long.438","0.354167"
"2021.acl-long.438","N18-1141","0.354167"
"N18-1141","2021.acl-long.438","0.354167"
"2021.acl-long.438","N18-1154","0.4375"
"N18-1154","2021.acl-long.438","0.4375"
"2021.acl-long.438","P06-1136","0.0208333"
"P06-1136","2021.acl-long.438","0.0208333"
"2021.acl-long.438","P07-1091","0.0208333"
"P07-1091","2021.acl-long.438","0.0208333"
"2021.acl-long.438","P08-1011","0.0208333"
"P08-1011","2021.acl-long.438","0.0208333"
"2021.acl-long.438","P10-2002","0.0208333"
"P10-2002","2021.acl-long.438","0.0208333"
"2021.acl-long.438","P11-1126","0.0208333"
"P11-1126","2021.acl-long.438","0.0208333"
"2021.acl-long.438","P12-1032","0.0208333"
